Population,Mean_1,Mean_2,Mean_3,Mean_4,Variance_1,Variance_2,Variance_3,Variance_4,Skewness_1,Skewness_2,Skewness_3,Skewness_4,AQI
1.85E+05,10.37,6.1558,7543.9,271.94,845.24,286.59,7.65E+08,7.40E+05,7.6463,8.3385,7.2993,6.2992,61
1.85E+05,10.367,6.1733,7477.9,271.75,845.86,291.01,7.54E+08,7.39E+05,7.6479,8.3101,7.3366,6.2978,62
1.86E+05,10.365,6.1925,7413.3,271.57,846.7,295.53,7.43E+08,7.38E+05,7.6481,8.2825,7.3737,6.2985,63
1.86E+05,10.364,6.2078,7350.7,271.4,847.76,300.13,7.33E+08,7.38E+05,7.647,8.2559,7.4106,6.3013,64
1.87E+05,10.365,6.2233,7308,271.25,849.04,304.77,7.24E+08,7.38E+05,7.6445,8.2306,7.4469,6.3063,64
1.87E+05,10.368,6.2389,7266.1,271.11,850.51,309.45,7.16E+08,7.38E+05,7.6406,8.2067,7.4827,6.3133,64
1.87E+05,10.373,6.2544,7225.5,270.98,852.19,314.13,7.09E+08,7.39E+05,7.6356,8.1844,7.5177,6.3223,64
1.88E+05,10.379,6.2696,7171.3,270.88,854.04,318.78,7.02E+08,7.39E+05,7.6293,8.164,7.5518,6.3332,64
1.88E+05,10.387,6.2842,7119.9,270.79,856.06,323.39,6.97E+08,7.40E+05,7.6219,8.1457,7.585,6.346,63
1.89E+05,10.396,6.298,7071.8,270.72,858.24,327.91,6.92E+08,7.41E+05,7.6135,8.1295,7.617,6.3604,62
1.89E+05,10.406,6.3105,7026.9,270.67,860.56,332.32,6.89E+08,7.43E+05,7.6041,8.1158,7.6479,6.3763,62
1.90E+05,10.418,6.3215,6985.4,270.64,863,336.57,6.86E+08,7.44E+05,7.594,8.1046,7.6775,6.3936,61
1.90E+05,10.43,6.3307,6947.4,270.63,865.55,340.63,6.84E+08,7.46E+05,7.5832,8.0961,7.7057,6.4122,60
1.90E+05,10.444,6.3378,6913.1,270.64,868.19,344.45,6.83E+08,7.48E+05,7.5718,8.0903,7.7325,6.4317,60
1.91E+05,10.459,6.3425,6882.3,270.67,870.9,348,6.82E+08,7.50E+05,7.5599,8.0874,7.7578,6.4521,59
1.91E+05,10.475,6.3446,6855.1,270.72,873.66,351.24,6.83E+08,7.53E+05,7.5477,8.0875,7.7816,6.4731,59
1.92E+05,10.491,6.3441,6831.3,270.78,876.45,354.13,6.85E+08,7.55E+05,7.5354,8.0905,7.8037,6.4946,59
1.92E+05,10.508,6.3408,6810.9,270.87,879.25,356.64,6.87E+08,7.58E+05,7.5229,8.0966,7.8243,6.5165,59
1.93E+05,10.525,6.3346,6793.8,270.98,882.05,358.74,6.90E+08,7.60E+05,7.5104,8.1055,7.8432,6.5385,60
1.93E+05,10.543,6.3255,6779.7,271.1,884.82,360.42,6.92E+08,7.63E+05,7.4981,8.1173,7.8605,6.5606,61
1.94E+05,10.561,6.3136,6761.7,271.24,887.54,361.66,6.94E+08,7.66E+05,7.4859,8.132,7.8761,6.5825,62
1.94E+05,10.579,6.2989,6746.4,271.4,890.19,362.44,6.97E+08,7.69E+05,7.474,8.1493,7.89,6.6042,63
1.95E+05,10.597,6.2817,6733.8,271.58,892.76,362.76,7.00E+08,7.72E+05,7.4625,8.1691,7.9022,6.6256,65
1.95E+05,10.614,6.2623,6723.4,271.77,895.22,362.62,7.04E+08,7.75E+05,7.4514,8.1912,7.9127,6.6465,66
1.96E+05,10.632,6.2411,6714.9,271.98,897.56,362.02,7.07E+08,7.77E+05,7.4408,8.2155,7.9215,6.6668,68
1.96E+05,10.649,6.2187,6708,272.2,899.76,360.97,7.14E+08,7.80E+05,7.4308,8.2417,7.9285,6.6864,69
1.97E+05,10.666,6.1953,6707.1,272.42,901.8,359.48,7.21E+08,7.83E+05,7.4213,8.2695,7.9339,6.7051,71
1.97E+05,10.683,6.1717,6708.2,272.66,903.68,357.57,7.28E+08,7.86E+05,7.4125,8.2987,7.9376,6.7227,72
1.98E+05,10.698,6.1481,6711.1,272.91,905.36,355.26,7.36E+08,7.88E+05,7.4044,8.329,7.9395,6.7392,74
1.98E+05,10.713,6.125,6715.5,273.16,906.84,352.58,7.44E+08,7.91E+05,7.3969,8.3601,7.9396,6.7543,75
1.98E+05,10.727,6.1028,6721.4,273.42,908.11,349.56,7.52E+08,7.93E+05,7.3901,8.3917,7.938,6.7681,76
1.99E+05,10.74,6.0816,6728.6,273.68,909.16,346.24,7.60E+08,7.96E+05,7.384,8.4236,7.9346,6.7802,76
1.99E+05,10.752,6.0616,6737.1,273.94,909.97,342.65,7.69E+08,7.98E+05,7.3786,8.4553,7.9294,6.7907,77
2.00E+05,10.762,6.0431,6746.7,274.19,910.54,338.83,7.78E+08,7.99E+05,7.374,8.4867,7.9224,6.7995,77
2.00E+05,10.772,6.0259,6757.2,274.45,910.86,334.82,7.85E+08,8.01E+05,7.37,8.5174,7.9135,6.8064,77
2.01E+05,10.78,6.0102,6768.3,274.69,910.93,330.65,7.93E+08,8.03E+05,7.3668,8.5471,7.9028,6.8116,77
2.01E+05,10.786,5.996,6779.8,274.93,910.75,326.35,8.00E+08,8.04E+05,7.3643,8.5756,7.8901,6.815,77
2.01E+05,10.791,5.9831,6792.2,275.16,910.32,321.95,8.07E+08,8.05E+05,7.3625,8.6027,7.8756,6.8166,77
2.02E+05,10.795,5.9716,6804.7,275.37,909.64,317.48,8.14E+08,8.06E+05,7.3615,8.6281,7.8591,6.8164,77
2.02E+05,10.797,5.9613,6816.9,275.57,908.72,312.95,8.20E+08,8.06E+05,7.3611,8.6516,7.8408,6.8144,77
2.03E+05,10.797,5.952,6828.5,275.76,907.55,308.39,8.26E+08,8.06E+05,7.3615,8.673,7.8205,6.8106,78
2.03E+05,10.797,5.9438,6839.5,275.93,906.16,303.82,8.31E+08,8.06E+05,7.3627,8.6923,7.7985,6.8052,78
2.04E+05,10.794,5.9365,6850.3,276.08,904.54,299.27,8.36E+08,8.06E+05,7.3646,8.7092,7.7746,6.798,79
2.04E+05,10.79,5.93,6861,276.21,902.71,294.75,8.41E+08,8.06E+05,7.3673,8.7237,7.7489,6.7892,80
2.05E+05,10.784,5.924,6871.7,276.32,900.68,290.29,8.46E+08,8.05E+05,7.3708,8.7357,7.7216,6.7787,81
2.05E+05,10.777,5.9186,6884.9,276.41,898.47,285.93,8.51E+08,8.04E+05,7.3751,8.7452,7.6927,6.7667,82
2.06E+05,10.768,5.9135,6897.8,276.47,896.09,281.7,8.55E+08,8.03E+05,7.3802,8.7521,7.6624,6.7533,84
2.07E+05,10.758,5.9087,6910.5,276.51,893.56,277.63,8.61E+08,8.01E+05,7.3861,8.7566,7.6307,6.7385,85
2.07E+05,10.747,5.904,6923.1,276.52,890.9,273.76,8.67E+08,8.00E+05,7.3929,8.7586,7.5978,6.7225,87
2.08E+05,10.734,5.8995,6935.7,276.51,888.14,270.13,8.72E+08,7.98E+05,7.4005,8.7581,7.5639,6.7054,89
2.08E+05,10.719,5.8953,6948.8,276.47,885.29,266.77,8.78E+08,7.96E+05,7.4088,8.7554,7.5291,6.6874,91
2.09E+05,10.704,5.8915,6962.8,276.41,882.38,263.7,8.83E+08,7.94E+05,7.418,8.7504,7.4937,6.6686,93
2.09E+05,10.688,5.8887,6978,276.32,879.42,260.97,8.88E+08,7.91E+05,7.4279,8.7432,7.4578,6.6492,95
2.10E+05,10.67,5.8873,6995.2,276.21,876.45,258.57,8.93E+08,7.89E+05,7.4386,8.7341,7.4217,6.6293,97
2.11E+05,10.652,5.8879,7014.9,276.07,873.47,256.53,8.99E+08,7.86E+05,7.4499,8.723,7.3857,6.6091,98
2.12E+05,10.633,5.8913,7037.5,275.91,870.52,254.85,9.04E+08,7.84E+05,7.4618,8.7102,7.3499,6.5887,99
2.13E+05,10.614,5.8977,7063.3,275.72,867.61,253.54,9.10E+08,7.81E+05,7.4742,8.6958,7.3147,6.5682,100
2.13E+05,10.594,5.9074,7092.2,275.52,864.76,252.6,9.16E+08,7.78E+05,7.4871,8.6799,7.2804,6.5478,100
2.14E+05,10.574,5.9202,7124.1,275.3,862,252.02,9.22E+08,7.75E+05,7.5004,8.6627,7.2471,6.5276,100
2.15E+05,10.553,5.9356,7158.4,275.06,859.35,251.81,9.28E+08,7.72E+05,7.5139,8.6443,7.2152,6.5076,100
2.16E+05,10.533,5.9529,7194.7,274.81,856.81,251.97,9.35E+08,7.69E+05,7.5276,8.6247,7.1849,6.4881,99
2.17E+05,10.512,5.9715,7232.5,274.54,854.42,252.51,9.42E+08,7.66E+05,7.5413,8.6042,7.1564,6.4691,97
2.18E+05,10.492,5.9906,7271.1,274.26,852.19,253.41,9.49E+08,7.63E+05,7.555,8.5828,7.13,6.4508,95
2.18E+05,10.472,6.0148,7310.4,273.97,850.13,254.7,9.56E+08,7.60E+05,7.5684,8.5607,7.1059,6.4333,94
2.19E+05,10.453,6.0366,7349.9,273.68,848.26,256.36,9.62E+08,7.58E+05,7.5815,8.5379,7.0842,6.4168,92
2.20E+05,10.434,6.056,7389.6,273.38,846.6,258.4,9.69E+08,7.55E+05,7.5942,8.5146,7.0652,6.4013,89
2.21E+05,10.416,6.0735,7429.3,273.09,845.15,260.79,9.75E+08,7.52E+05,7.6062,8.4909,7.0488,6.3871,87
2.22E+05,10.399,6.0896,7468.9,272.79,843.93,263.53,9.82E+08,7.50E+05,7.6175,8.4668,7.0352,6.3742,85
2.23E+05,10.384,6.1046,7508.3,272.5,842.94,266.59,9.88E+08,7.48E+05,7.628,8.4426,7.0246,6.3629,84
2.24E+05,10.37,6.1189,7547.3,272.21,842.2,269.95,9.94E+08,7.46E+05,7.6374,8.4182,7.0169,6.3531,82
2.25E+05,10.357,6.1325,7585.8,271.94,841.7,273.57,1.00E+09,7.44E+05,7.6457,8.3938,7.0121,6.345,81
2.26E+05,10.346,6.1464,7623.3,271.67,841.46,277.41,1.01E+09,7.42E+05,7.6528,8.3695,7.0102,6.3387,80
2.26E+05,10.336,6.1605,7659.8,271.41,841.47,281.45,1.01E+09,7.40E+05,7.6587,8.3454,7.0113,6.3343,79
2.27E+05,10.329,6.1747,7694.9,271.17,841.73,285.65,1.02E+09,7.39E+05,7.6631,8.3217,7.0152,6.3318,79
2.28E+05,10.323,6.1891,7728.5,270.95,842.25,289.98,1.02E+09,7.38E+05,7.6661,8.2985,7.0218,6.3312,79
2.29E+05,10.319,6.2037,7760.4,270.74,843.01,294.42,1.03E+09,7.38E+05,7.6676,8.276,7.031,6.3325,79
2.30E+05,10.316,6.2208,7790.7,270.56,844.01,298.93,1.03E+09,7.37E+05,7.6677,8.2542,7.0426,6.3357,79
2.31E+05,10.316,6.2389,7819.4,270.39,845.25,303.49,1.04E+09,7.37E+05,7.6663,8.2333,7.0566,6.3409,80
2.32E+05,10.318,6.2582,7846.6,270.24,846.71,308.09,1.04E+09,7.37E+05,7.6634,8.2136,7.0726,6.3479,81
2.33E+05,10.321,6.2786,7872.5,270.12,848.38,312.69,1.05E+09,7.37E+05,7.6591,8.1951,7.0905,6.3567,81
2.34E+05,10.326,6.3,7897.2,270.02,850.25,317.29,1.05E+09,7.38E+05,7.6535,8.1779,7.1102,6.3671,82
2.35E+05,10.333,6.3171,7920.8,269.94,852.3,321.85,1.05E+09,7.39E+05,7.6465,8.1624,7.1314,6.3792,82
2.36E+05,10.342,6.3339,7943.2,269.89,854.53,326.35,1.05E+09,7.40E+05,7.6382,8.1485,7.1539,6.3928,83
2.37E+05,10.352,6.3505,7964.6,269.86,856.91,330.76,1.05E+09,7.41E+05,7.6289,8.1365,7.1775,6.4078,83
2.38E+05,10.364,6.3664,7984.6,269.86,859.42,335.03,1.06E+09,7.42E+05,7.6185,8.1265,7.2022,6.4239,83
2.39E+05,10.377,6.3816,8003.2,269.88,862.05,339.13,1.06E+09,7.44E+05,7.6072,8.1187,7.2276,6.4411,83
2.40E+05,10.392,6.3957,8034.5,269.92,864.77,343.01,1.06E+09,7.46E+05,7.5952,8.1132,7.2537,6.4593,83
2.41E+05,10.407,6.4086,8066.9,269.99,867.58,346.64,1.05E+09,7.48E+05,7.5825,8.1102,7.2804,6.4782,83
2.42E+05,10.424,6.4199,8098.8,270.08,870.44,349.96,1.06E+09,7.51E+05,7.5693,8.1096,7.3075,6.4977,82
2.43E+05,10.441,6.4297,8127.2,270.19,873.34,352.94,1.06E+09,7.53E+05,7.5558,8.1118,7.3349,6.5177,82
2.44E+05,10.46,6.4382,8133.9,270.33,876.26,355.53,1.06E+09,7.56E+05,7.5421,8.1167,7.3625,6.5379,81
2.45E+05,10.478,6.4455,8135.6,270.48,879.18,357.71,1.06E+09,7.58E+05,7.5283,8.1244,7.3903,6.5584,81
2.46E+05,10.498,6.4517,8132.7,270.66,882.07,359.46,1.06E+09,7.61E+05,7.5146,8.1348,7.4182,6.5789,81
2.47E+05,10.517,6.4571,8125.8,270.85,884.91,360.74,1.06E+09,7.64E+05,7.501,8.148,7.4461,6.5994,81
2.48E+05,10.537,6.4616,8115.7,271.06,887.69,361.56,1.06E+09,7.67E+05,7.4878,8.1638,7.4742,6.6197,81
2.49E+05,10.558,6.4654,8103.1,271.28,890.39,361.9,1.06E+09,7.70E+05,7.475,8.1822,7.5023,6.6396,81
2.50E+05,10.578,6.4684,8088.6,271.52,892.99,361.77,1.05E+09,7.73E+05,7.4626,8.2029,7.5304,6.6592,82
2.51E+05,10.598,6.4707,8072.8,271.78,895.47,361.16,1.04E+09,7.76E+05,7.4508,8.2259,7.5586,6.6781,82
2.52E+05,10.617,6.472,8055.9,272.04,897.8,360.08,1.03E+09,7.78E+05,7.4397,8.2509,7.587,6.6964,83
2.53E+05,10.637,6.4724,8038.3,272.32,899.98,358.54,1.02E+09,7.81E+05,7.4293,8.2777,7.6154,6.7139,83
2.54E+05,10.655,6.4717,8020,272.6,901.98,356.57,1.01E+09,7.84E+05,7.4196,8.306,7.644,6.7304,84
2.55E+05,10.673,6.4699,8001.4,272.88,903.78,354.18,9.95E+08,7.87E+05,7.4107,8.3357,7.6727,6.7458,84
2.56E+05,10.691,6.467,7992.5,273.17,905.38,351.39,9.83E+08,7.89E+05,7.4026,8.3663,7.7015,6.7599,84
2.57E+05,10.707,6.4627,7982.1,273.47,906.76,348.25,9.70E+08,7.92E+05,7.3953,8.3978,7.7305,6.7727,84
2.58E+05,10.722,6.4573,7970.4,273.76,907.9,344.79,9.56E+08,7.94E+05,7.3889,8.4296,7.7595,6.7841,84
2.59E+05,10.736,6.4505,7957.3,274.04,908.81,341.05,9.43E+08,7.96E+05,7.3833,8.4616,7.7886,6.7939,83
2.60E+05,10.749,6.4424,7943.1,274.33,909.46,337.08,9.35E+08,7.98E+05,7.3785,8.4935,7.8176,6.8021,82
2.61E+05,10.76,6.4332,7928.2,274.6,909.86,332.93,9.27E+08,8.00E+05,7.3746,8.5248,7.8464,6.8086,81
2.62E+05,10.77,6.4228,7913.4,274.87,909.99,328.64,9.18E+08,8.01E+05,7.3714,8.5552,7.875,6.8134,80
2.63E+05,10.779,6.4115,7899.5,275.13,909.87,324.26,9.10E+08,8.03E+05,7.369,8.5844,7.9033,6.8165,78
2.64E+05,10.786,6.3993,7877.2,275.38,909.49,319.83,9.01E+08,8.04E+05,7.3674,8.612,7.9309,6.8178,76
2.65E+05,10.791,6.3865,7856.2,275.61,908.85,315.39,8.93E+08,8.04E+05,7.3666,8.6377,7.9578,6.8174,75
2.66E+05,10.795,6.3732,7836.5,275.83,907.95,310.96,8.79E+08,8.05E+05,7.3664,8.6613,7.9838,6.8153,73
2.67E+05,10.798,6.3597,7817.9,276.04,906.8,306.57,8.66E+08,8.05E+05,7.367,8.6824,8.0087,6.8114,71
2.68E+05,10.798,6.3461,7800.2,276.22,905.42,302.24,8.54E+08,8.05E+05,7.3682,8.7008,8.0322,6.8059,70
2.69E+05,10.797,6.3327,7783.2,276.39,903.81,298,8.42E+08,8.05E+05,7.3702,8.7165,8.0541,6.7985,69
2.71E+05,10.795,6.3197,7766.9,276.54,901.98,293.86,8.31E+08,8.05E+05,7.3728,8.7292,8.0741,6.7896,68
2.72E+05,10.791,6.3071,7751.2,276.67,899.95,289.86,8.20E+08,8.04E+05,7.3761,8.739,8.092,6.7789,67
2.73E+05,10.785,6.2953,7735.9,276.78,897.74,286.01,8.10E+08,8.03E+05,7.3801,8.7457,8.1076,6.7667,67
2.74E+05,10.778,6.2842,7720.9,276.86,895.37,282.33,8.00E+08,8.02E+05,7.3847,8.7494,8.1205,6.753,68
2.75E+05,10.769,6.274,7706.1,276.93,892.86,278.86,7.92E+08,8.01E+05,7.39,8.7501,8.1305,6.7379,68
2.76E+05,10.759,6.2647,7691,276.97,890.23,275.62,7.83E+08,7.99E+05,7.3959,8.7479,8.1374,6.7216,69
2.78E+05,10.747,6.2565,7674.3,276.98,887.51,272.64,7.76E+08,7.97E+05,7.4026,8.7428,8.1411,6.7042,70
2.79E+05,10.734,6.2493,7656.1,276.98,884.71,269.94,7.69E+08,7.95E+05,7.4099,8.7351,8.1413,6.6858,71
2.80E+05,10.72,6.2431,7640.4,276.95,881.86,267.54,7.63E+08,7.93E+05,7.4179,8.7249,8.1379,6.6666,73
2.81E+05,10.706,6.2381,7625.1,276.89,878.98,265.45,7.57E+08,7.91E+05,7.4265,8.7123,8.1308,6.6468,74
2.82E+05,10.69,6.234,7610.3,276.82,876.09,263.67,7.52E+08,7.88E+05,7.4357,8.6977,8.1199,6.6264,75
2.83E+05,10.673,6.231,7595.9,276.72,873.22,262.2,7.48E+08,7.86E+05,7.4455,8.6813,8.1053,6.6057,76
2.85E+05,10.656,6.2287,7582,276.6,870.39,261.03,7.44E+08,7.83E+05,7.4558,8.6633,8.087,6.5847,77
2.86E+05,10.638,6.2273,7568.6,276.46,867.62,260.14,7.41E+08,7.81E+05,7.4666,8.6442,8.065,6.5636,78
2.87E+05,10.619,6.2264,7555.8,276.31,864.94,259.52,7.39E+08,7.78E+05,7.4778,8.6242,8.0395,6.5425,79
2.88E+05,10.601,6.2259,7543.4,276.13,862.35,259.14,7.37E+08,7.75E+05,7.4894,8.6036,8.0105,6.5215,79
2.89E+05,10.582,6.2257,7531.4,275.94,859.89,259,7.36E+08,7.72E+05,7.5012,8.5828,7.9783,6.5008,80
2.90E+05,10.562,6.2256,7519.8,275.73,857.58,259.08,7.35E+08,7.70E+05,7.5132,8.5621,7.9432,6.4804,80
2.92E+05,10.543,6.2256,7508.6,275.51,855.42,259.36,7.34E+08,7.67E+05,7.5253,8.5417,7.9053,6.4605,80
2.93E+05,10.525,6.2255,7497.8,275.28,853.44,259.83,7.35E+08,7.64E+05,7.5374,8.522,7.8649,6.4413,80
2.94E+05,10.506,6.2254,7487.5,275.04,851.65,260.48,7.35E+08,7.62E+05,7.5494,8.5031,7.8224,6.423,80
2.95E+05,10.488,6.2252,7474.9,274.79,850.06,261.29,7.36E+08,7.59E+05,7.5612,8.4852,7.7782,6.4055,80
2.96E+05,10.471,6.2249,7462.5,274.53,848.68,262.25,7.37E+08,7.57E+05,7.5727,8.4685,7.7325,6.3892,81
2.97E+05,10.455,6.2246,7450.4,274.27,847.52,263.35,7.39E+08,7.54E+05,7.5837,8.4531,7.6858,6.3742,82
2.99E+05,10.439,6.2242,7438.9,274.01,846.59,264.58,7.42E+08,7.52E+05,7.5942,8.4392,7.6384,6.3606,82
3.00E+05,10.425,6.2238,7429.1,273.75,845.89,265.91,7.42E+08,7.50E+05,7.604,8.4269,7.5908,6.3486,83
3.01E+05,10.412,6.2233,7421.9,273.49,845.42,267.33,7.42E+08,7.48E+05,7.613,8.4162,7.5432,6.3382,85
3.02E+05,10.4,6.2229,7419.3,273.23,845.18,268.83,7.44E+08,7.46E+05,7.621,8.4072,7.4962,6.3296,86
3.03E+05,10.39,6.2225,7418.4,272.98,845.17,270.38,7.46E+08,7.45E+05,7.628,8.4,7.45,6.3229,87
3.04E+05,10.381,6.2223,7418.9,272.73,845.4,271.98,7.49E+08,7.44E+05,7.6339,8.3945,7.405,6.3181,89
3.06E+05,10.373,6.2222,7420.5,272.49,845.85,273.61,7.53E+08,7.43E+05,7.6385,8.3908,7.3614,6.3152,90
3.07E+05,10.368,6.2223,7422.9,272.27,846.53,275.26,7.61E+08,7.42E+05,7.6418,8.3888,7.3196,6.3143,92
3.08E+05,10.364,6.2228,7426.2,272.05,847.41,276.92,7.68E+08,7.41E+05,7.6438,8.3884,7.2798,6.3154,93
3.09E+05,10.361,6.2235,7430.3,271.85,848.5,278.57,7.76E+08,7.41E+05,7.6444,8.3897,7.2422,6.3185,94
3.10E+05,10.361,6.2247,7435.2,271.66,849.78,280.22,7.85E+08,7.40E+05,7.6436,8.3924,7.207,6.3236,95
3.12E+05,10.362,6.2261,7440.8,271.48,851.24,281.86,7.93E+08,7.40E+05,7.6415,8.3966,7.1743,6.3306,95
3.13E+05,10.364,6.2275,7447,271.32,852.86,283.49,8.01E+08,7.41E+05,7.638,8.4021,7.1443,6.3394,95
3.14E+05,10.369,6.2287,7453.7,271.18,854.64,285.09,8.10E+08,7.41E+05,7.6331,8.4088,7.1169,6.35,95
3.16E+05,10.375,6.2293,7458.1,271.06,856.57,286.68,8.18E+08,7.42E+05,7.627,8.4166,7.0923,6.3621,95
3.17E+05,10.382,6.229,7463.8,270.96,858.62,288.24,8.27E+08,7.43E+05,7.6197,8.4255,7.0704,6.3758,94
3.18E+05,10.391,6.2277,7470.6,270.88,860.79,289.77,8.33E+08,7.44E+05,7.6113,8.4353,7.0513,6.3909,94
3.20E+05,10.401,6.2253,7478.5,270.82,863.06,291.27,8.39E+08,7.45E+05,7.6018,8.4459,7.0348,6.4072,93
3.21E+05,10.413,6.2219,7487.4,270.78,865.42,292.74,8.45E+08,7.47E+05,7.5914,8.4574,7.0209,6.4245,92
3.22E+05,10.426,6.2178,7496.7,270.76,867.86,294.17,8.52E+08,7.48E+05,7.5802,8.4695,7.0095,6.4428,91
3.24E+05,10.44,6.213,7505.5,270.77,870.36,295.56,8.58E+08,7.50E+05,7.5683,8.4823,7.0004,6.4618,90
3.25E+05,10.454,6.2076,7512.3,270.8,872.91,296.91,8.65E+08,7.52E+05,7.5559,8.4957,6.9935,6.4814,89
3.26E+05,10.47,6.2016,7516.5,270.86,875.49,298.2,8.73E+08,7.54E+05,7.5432,8.5096,6.9886,6.5014,89
3.27E+05,10.487,6.1952,7518.8,270.93,878.09,299.43,8.81E+08,7.56E+05,7.5302,8.524,6.9856,6.5219,88
3.29E+05,10.504,6.1883,7518.8,271.03,880.7,300.6,8.89E+08,7.59E+05,7.5171,8.5389,6.9844,6.5425,88
3.30E+05,10.522,6.1829,7516.5,271.15,883.3,301.7,8.98E+08,7.61E+05,7.5041,8.554,6.9846,6.5632,88
3.31E+05,10.54,6.177,7511.9,271.29,885.88,302.71,9.07E+08,7.64E+05,7.4914,8.5694,6.9863,6.584,88
3.32E+05,10.559,6.1706,7505,271.46,888.41,303.63,9.16E+08,7.67E+05,7.4789,8.5849,6.9893,6.6047,88
3.33E+05,10.578,6.1637,7495.7,271.64,890.9,304.45,9.25E+08,7.70E+05,7.4669,8.6004,6.9934,6.6251,89
3.34E+05,10.597,6.1563,7484.2,271.85,893.3,305.15,9.32E+08,7.72E+05,7.4553,8.6158,6.9985,6.6453,89
3.36E+05,10.616,6.1483,7470.5,272.07,895.62,305.74,9.38E+08,7.75E+05,7.4443,8.6311,7.0046,6.665,90
3.37E+05,10.634,6.1397,7454.6,272.31,897.82,306.2,9.43E+08,7.78E+05,7.434,8.6459,7.0116,6.6842,90
3.38E+05,10.653,6.1307,7436.6,272.56,899.89,306.52,9.47E+08,7.81E+05,7.4243,8.6604,7.0193,6.7027,90
3.39E+05,10.671,6.1214,7416.6,272.83,901.81,306.7,9.49E+08,7.84E+05,7.4153,8.6742,7.0278,6.7204,91
3.40E+05,10.689,6.1113,7394.6,273.1,903.56,306.73,9.50E+08,7.87E+05,7.407,8.6873,7.0369,6.7372,91
3.41E+05,10.706,6.1011,7371,273.38,905.13,306.61,9.49E+08,7.89E+05,7.3995,8.6997,7.0466,6.7528,91
3.42E+05,10.722,6.0909,7345.9,273.67,906.51,306.33,9.48E+08,7.92E+05,7.3927,8.7112,7.0568,6.7673,91
3.43E+05,10.737,6.0809,7319.5,273.96,907.67,305.88,9.45E+08,7.94E+05,7.3866,8.7216,7.0676,6.7804,91
3.44E+05,10.751,6.071,7292.1,274.25,908.6,305.26,9.41E+08,7.97E+05,7.3813,8.731,7.0789,6.7922,91
3.45E+05,10.763,6.0612,7263.9,274.54,909.3,304.48,9.36E+08,7.99E+05,7.3766,8.7392,7.0906,6.8025,91
3.45E+05,10.775,6.0518,7235.1,274.82,909.76,303.53,9.30E+08,8.01E+05,7.3726,8.746,7.1026,6.8113,90
3.46E+05,10.785,6.0426,7206,275.1,909.96,302.41,9.22E+08,8.03E+05,7.3692,8.7513,7.115,6.8185,90
3.47E+05,10.793,6.0337,7176.8,275.37,909.9,301.14,9.14E+08,8.04E+05,7.3664,8.755,7.1275,6.8242,90
3.48E+05,10.8,6.0253,7147.6,275.64,909.56,299.71,9.05E+08,8.06E+05,7.3641,8.757,7.1403,6.8283,90
3.49E+05,10.806,6.0172,7118.6,275.89,908.96,298.13,8.95E+08,8.07E+05,7.3624,8.7572,7.153,6.8308,90
3.50E+05,10.81,6.0095,7089.9,276.12,908.07,296.42,8.84E+08,8.08E+05,7.3613,8.7555,7.1657,6.8318,90
3.51E+05,10.812,6.0024,7061.8,276.35,906.91,294.58,8.73E+08,8.09E+05,7.3606,8.752,7.1782,6.8311,91
3.52E+05,10.813,5.9958,7034.4,276.55,905.49,292.64,8.60E+08,8.09E+05,7.3605,8.7466,7.1904,6.8289,91
3.53E+05,10.811,5.9897,7008.1,276.73,903.81,290.61,8.48E+08,8.09E+05,7.361,8.7394,7.2021,6.825,91
3.54E+05,10.808,5.9843,6983,276.89,901.89,288.5,8.35E+08,8.09E+05,7.362,8.7305,7.2132,6.8195,92
3.55E+05,10.804,5.9796,6959.6,277.03,899.74,286.34,8.21E+08,8.09E+05,7.3636,8.72,7.2235,6.8123,92
3.56E+05,10.797,5.9756,6938.1,277.14,897.39,284.14,8.07E+08,8.08E+05,7.3658,8.708,7.2329,6.8036,93
3.57E+05,10.789,5.9724,6919.1,277.23,894.86,281.92,7.93E+08,8.07E+05,7.3686,8.6945,7.2411,6.7933,93
3.58E+05,10.779,5.97,6902.9,277.29,892.16,279.71,7.79E+08,8.06E+05,7.372,8.6798,7.2481,6.7815,93
3.59E+05,10.768,5.9686,6889.9,277.32,889.33,277.51,7.66E+08,8.04E+05,7.3762,8.6638,7.2537,6.7684,93
3.60E+05,10.755,5.968,6880.2,277.32,886.38,275.36,7.52E+08,8.03E+05,7.3811,8.6468,7.2576,6.754,93
3.61E+05,10.741,5.9684,6874.1,277.29,883.34,273.27,7.38E+08,8.01E+05,7.3868,8.6289,7.2596,6.7384,93
3.62E+05,10.725,5.9698,6871.7,277.24,880.23,271.26,7.25E+08,7.99E+05,7.3934,8.6102,7.2596,6.7219,92
3.63E+05,10.708,5.9722,6872.8,277.16,877.07,269.36,7.13E+08,7.96E+05,7.401,8.591,7.2573,6.7044,92
3.64E+05,10.69,5.9756,6877.4,277.05,873.88,267.57,7.01E+08,7.94E+05,7.4095,8.5715,7.2527,6.6863,91
3.65E+05,10.671,5.9799,6885.4,276.92,870.7,265.91,6.89E+08,7.91E+05,7.4189,8.5519,7.2456,6.6675,91
3.66E+05,10.652,5.9852,6896.4,276.76,867.54,264.4,6.79E+08,7.88E+05,7.4293,8.5325,7.2359,6.6482,90
3.67E+05,10.631,5.9913,6910.4,276.57,864.45,263.06,6.69E+08,7.85E+05,7.4406,8.5137,7.2236,6.6286,89
