Population,Mean_1,Mean_2,Mean_3,Mean_4,Variance_1,Variance_2,Variance_3,Variance_4,Skewness_1,Skewness_2,Skewness_3,Skewness_4,AQI
33667,8.7918,5.9042,11534,257.03,650.14,292.79,3.92E+09,8.89E+05,7.3005,6.9032,12.421,8.201,49
33750,8.7888,5.8868,11446,256.86,649.24,289.4,3.86E+09,8.88E+05,7.3105,6.8959,12.44,8.2129,53
33833,8.7855,5.8689,11354,256.68,648.19,285.93,3.80E+09,8.87E+05,7.3203,6.8894,12.459,8.2254,56
33917,8.7819,5.8506,11258,256.5,646.98,282.41,3.74E+09,8.86E+05,7.3298,6.8836,12.476,8.2385,60
34000,8.7779,5.8319,11159,256.31,645.61,278.84,3.67E+09,8.86E+05,7.3389,6.8788,12.493,8.252,63
34000,8.7737,5.8129,11058,256.12,644.1,275.25,3.61E+09,8.84E+05,7.3475,6.8747,12.508,8.2659,65
34000,8.7691,5.7939,10955,255.93,642.45,271.67,3.54E+09,8.83E+05,7.3555,6.8716,12.522,8.2801,67
34000,8.7643,5.775,10852,255.74,640.68,268.12,3.47E+09,8.82E+05,7.3629,6.8694,12.533,8.2945,68
34000,8.7593,5.7564,10748,255.54,638.79,264.65,3.40E+09,8.81E+05,7.3696,6.868,12.543,8.3088,69
34000,8.7541,5.7385,10645,255.35,636.81,261.29,3.34E+09,8.79E+05,7.3755,6.8676,12.55,8.3229,69
34000,8.7487,5.7214,10544,255.17,634.74,258.07,3.27E+09,8.78E+05,7.3807,6.868,12.553,8.3366,69
34000,8.7432,5.7053,10445,254.98,632.61,255.04,3.21E+09,8.76E+05,7.385,6.8693,12.554,8.3498,69
34000,8.7377,5.6905,10349,254.8,630.42,252.22,3.15E+09,8.75E+05,7.3885,6.8715,12.552,8.3623,69
34000,8.7321,5.677,10256,254.63,628.2,249.65,3.09E+09,8.73E+05,7.3912,6.8744,12.546,8.3739,69
34000,8.7266,5.6649,10168,254.47,625.96,247.33,3.03E+09,8.72E+05,7.393,6.8781,12.536,8.3846,69
34000,8.721,5.6542,10084,254.32,623.71,245.29,2.98E+09,8.70E+05,7.394,6.8826,12.523,8.3943,69
34000,8.7155,5.645,10005,254.18,621.49,243.52,2.93E+09,8.69E+05,7.3941,6.8878,12.505,8.4029,70
34083,8.7101,5.6372,9930,254.05,619.3,242.03,2.88E+09,8.67E+05,7.3934,6.8936,12.483,8.4105,71
34167,8.7049,5.6308,9860.5,253.93,617.15,240.82,2.83E+09,8.66E+05,7.3918,6.9,12.457,8.4171,73
34250,8.6998,5.6258,9796.2,253.82,615.07,239.89,2.79E+09,8.64E+05,7.3894,6.907,12.427,8.4226,75
34333,8.6949,5.6222,9737.3,253.73,613.07,239.24,2.76E+09,8.63E+05,7.3862,6.9145,12.393,8.4271,77
34417,8.6902,5.6201,9684,253.65,611.15,238.88,2.72E+09,8.62E+05,7.3822,6.9225,12.355,8.4305,80
34500,8.6858,5.6194,9636.4,253.59,609.35,238.82,2.69E+09,8.61E+05,7.3775,6.9309,12.312,8.4328,82
34583,8.6817,5.6202,9594.7,253.54,607.66,239.05,2.66E+09,8.59E+05,7.372,6.9398,12.266,8.434,85
34667,8.678,5.6227,9559,253.52,606.1,239.58,2.63E+09,8.58E+05,7.3658,6.9491,12.215,8.4339,87
34750,8.6748,5.6268,9529.3,253.5,604.69,240.43,2.61E+09,8.58E+05,7.3589,6.9587,12.161,8.4326,89
34833,8.6719,5.6325,9505.6,253.51,603.44,241.59,2.59E+09,8.57E+05,7.3515,6.9686,12.104,8.4301,90
34917,8.6696,5.6398,9488.1,253.54,602.35,243.05,2.57E+09,8.56E+05,7.3435,6.9787,12.044,8.4264,91
35000,8.6678,5.6485,9476.6,253.58,601.44,244.8,2.56E+09,8.56E+05,7.3349,6.989,11.98,8.4216,91
35083,8.6666,5.6587,9471.1,253.64,600.72,246.82,2.55E+09,8.55E+05,7.3259,6.9994,11.914,8.4157,91
35167,8.6659,5.6701,9471.7,253.72,600.19,249.1,2.54E+09,8.55E+05,7.3166,7.0098,11.845,8.4088,90
35250,8.6657,5.6826,9478.2,253.82,599.85,251.6,2.53E+09,8.55E+05,7.3069,7.0201,11.773,8.4009,88
35333,8.6662,5.6961,9490.6,253.93,599.71,254.29,2.53E+09,8.55E+05,7.2969,7.0304,11.7,8.3922,87
35417,8.6672,5.7103,9508.7,254.06,599.77,257.16,2.53E+09,8.55E+05,7.2868,7.0404,11.624,8.3827,84
35500,8.6688,5.7253,9532.4,254.2,600.03,260.18,2.53E+09,8.55E+05,7.2766,7.0502,11.547,8.3725,82
35583,8.671,5.7409,9561.4,254.36,600.48,263.32,2.53E+09,8.56E+05,7.2663,7.0596,11.469,8.3617,80
35667,8.6737,5.757,9595.3,254.53,601.14,266.58,2.54E+09,8.56E+05,7.2561,7.0687,11.389,8.3502,77
35750,8.6769,5.7737,9634,254.71,601.98,269.93,2.55E+09,8.57E+05,7.246,7.0774,11.309,8.3382,75
35833,8.6807,5.7908,9676.9,254.91,603.01,273.37,2.56E+09,8.57E+05,7.2361,7.0856,11.229,8.3257,74
35917,8.6849,5.8083,9723.8,255.11,604.22,276.88,2.57E+09,8.58E+05,7.2266,7.0934,11.149,8.3127,73
36000,8.6895,5.8262,9774.2,255.32,605.59,280.44,2.58E+09,8.59E+05,7.2174,7.1006,11.07,8.2993,72
36167,8.6946,5.8444,9827.7,255.53,607.12,284.05,2.59E+09,8.60E+05,7.2088,7.1073,10.991,8.2856,73
36333,8.6999,5.8628,9883.9,255.75,608.79,287.68,2.61E+09,8.62E+05,7.2006,7.1133,10.914,8.2716,73
36500,8.7056,5.8814,9942.6,255.97,610.59,291.32,2.62E+09,8.63E+05,7.1931,7.1187,10.839,8.2575,74
36667,8.7114,5.9001,10003,256.19,612.51,294.93,2.64E+09,8.64E+05,7.1863,7.1234,10.765,8.2434,76
36833,8.7175,5.9185,10065,256.4,614.53,298.49,2.66E+09,8.65E+05,7.1803,7.1273,10.695,8.2294,77
37000,8.7236,5.9367,10129,256.61,616.64,301.97,2.68E+09,8.67E+05,7.1751,7.1303,10.627,8.2157,79
37167,8.7297,5.9544,10193,256.81,618.81,305.32,2.70E+09,8.68E+05,7.1708,7.1325,10.563,8.2023,81
37333,8.7358,5.9712,10258,257.01,621.02,308.52,2.72E+09,8.70E+05,7.1674,7.1337,10.502,8.1895,83
37500,8.7418,5.9872,10322,257.19,623.27,311.52,2.74E+09,8.71E+05,7.1649,7.1339,10.444,8.1774,84
37667,8.7477,6.0019,10386,257.36,625.54,314.28,2.76E+09,8.73E+05,7.1635,7.1331,10.391,8.1661,85
37833,8.7534,6.0153,10449,257.51,627.8,316.79,2.78E+09,8.74E+05,7.163,7.1312,10.343,8.1558,86
38000,8.7589,6.0272,10511,257.66,630.03,318.99,2.81E+09,8.76E+05,7.1635,7.1282,10.298,8.1464,87
38167,8.7642,6.0374,10571,257.78,632.23,320.88,2.83E+09,8.77E+05,7.165,7.1241,10.259,8.1382,86
38333,8.7692,6.0457,10629,257.89,634.38,322.42,2.85E+09,8.78E+05,7.1674,7.119,10.225,8.1311,86
38500,8.7739,6.0522,10684,257.98,636.46,323.6,2.88E+09,8.80E+05,7.1709,7.1127,10.197,8.1253,85
38667,8.7782,6.0567,10737,258.06,638.46,324.42,2.90E+09,8.81E+05,7.1752,7.1054,10.174,8.1207,84
38833,8.7822,6.0592,10786,258.11,640.36,324.86,2.92E+09,8.82E+05,7.1804,7.0971,10.157,8.1175,83
39000,8.7859,6.0597,10831,258.15,642.16,324.92,2.94E+09,8.83E+05,7.1864,7.0877,10.146,8.1155,82
39167,8.7892,6.0583,10872,258.17,643.83,324.6,2.96E+09,8.84E+05,7.1932,7.0774,10.142,8.1149,81
39333,8.7921,6.0549,10908,258.17,645.37,323.92,2.98E+09,8.85E+05,7.2007,7.0662,10.145,8.1155,80
39500,8.7946,6.0497,10939,258.16,646.77,322.88,3.00E+09,8.86E+05,7.2088,7.0542,10.154,8.1175,79
39667,8.7966,6.0428,10964,258.13,648.01,321.51,3.02E+09,8.87E+05,7.2175,7.0415,10.171,8.1206,79
39833,8.7983,6.0344,10983,258.08,649.09,319.81,3.04E+09,8.88E+05,7.2266,7.0281,10.195,8.1249,79
40000,8.7995,6.0245,10996,258.02,650,317.82,3.05E+09,8.88E+05,7.2361,7.0141,10.226,8.1302,79
40167,8.8003,6.0134,11002,257.94,650.73,315.57,3.07E+09,8.89E+05,7.2458,6.9997,10.263,8.1365,79
40333,8.8007,6.0012,11001,257.86,651.27,313.07,3.08E+09,8.89E+05,7.2559,6.985,10.308,8.1437,80
40500,8.8007,5.9881,10993,257.76,651.63,310.37,3.09E+09,8.89E+05,7.266,6.97,10.359,8.1516,81
40667,8.8003,5.9741,10977,257.64,651.8,307.48,3.09E+09,8.89E+05,7.2762,6.955,10.416,8.1604,82
40833,8.7995,5.9595,10953,257.52,651.78,304.44,3.10E+09,8.89E+05,7.2865,6.9401,10.479,8.1698,83
41000,8.7984,5.9443,10921,257.4,651.57,301.26,3.10E+09,8.89E+05,7.2966,6.9253,10.547,8.1798,83
41167,8.7969,5.9285,10882,257.26,651.18,297.96,3.10E+09,8.89E+05,7.3065,6.9109,10.62,8.1904,84
41333,8.7951,5.9123,10832,257.12,650.61,294.55,3.10E+09,8.88E+05,7.3162,6.8968,10.697,8.2016,84
41500,8.793,5.8956,10776,256.97,649.86,291.06,3.09E+09,8.88E+05,7.3256,6.8834,10.778,8.2133,84
41667,8.7906,5.8784,10717,256.82,648.93,287.48,3.09E+09,8.87E+05,7.3346,6.8705,10.861,8.2256,83
41833,8.7879,5.8609,10659,256.66,647.84,283.84,3.08E+09,8.87E+05,7.3432,6.8584,10.947,8.2384,82
42000,8.7848,5.8431,10600,256.5,646.6,280.14,3.06E+09,8.86E+05,7.3513,6.8471,11.035,8.2515,80
42167,8.7816,5.825,10542,256.34,645.2,276.4,3.04E+09,8.85E+05,7.3588,6.8366,11.124,8.2651,78
42333,8.778,5.8068,10485,256.18,643.66,272.65,3.03E+09,8.84E+05,7.3657,6.8271,11.214,8.2789,76
42500,8.7742,5.7885,10428,256.02,641.99,268.91,3.01E+09,8.83E+05,7.3719,6.8187,11.304,8.2928,74
42667,8.7702,5.7703,10364,255.86,640.21,265.21,2.99E+09,8.82E+05,7.3775,6.8113,11.393,8.3068,71
42833,8.766,5.7525,10299,255.7,638.32,261.58,2.98E+09,8.81E+05,7.3824,6.805,11.481,8.3206,69
43000,8.7617,5.7351,10232,255.54,636.34,258.06,2.96E+09,8.80E+05,7.3865,6.8,11.567,8.3342,66
43167,8.7572,5.7185,10163,255.39,634.29,254.69,2.94E+09,8.79E+05,7.3899,6.7962,11.651,8.3473,64
43333,8.7526,5.7029,10093,255.25,632.18,251.5,2.92E+09,8.77E+05,7.3926,6.7937,11.731,8.3598,61
43500,8.748,5.6885,10020,255.11,630.04,248.54,2.91E+09,8.76E+05,7.3945,6.7924,11.809,8.3716,60
43667,8.7433,5.6753,9945.6,254.98,627.87,245.82,2.89E+09,8.75E+05,7.3957,6.7925,11.882,8.3825,58
43833,8.7386,5.6636,9868.5,254.86,625.69,243.39,2.87E+09,8.73E+05,7.3961,6.7939,11.95,8.3926,56
44000,8.734,5.6534,9789.8,254.74,623.51,241.24,2.85E+09,8.72E+05,7.3957,6.7966,12.012,8.4018,55
44167,8.7293,5.6447,9710.9,254.63,621.36,239.39,2.82E+09,8.71E+05,7.3946,6.8006,12.069,8.41,55
44333,8.7247,5.6376,9633.8,254.54,619.25,237.85,2.80E+09,8.70E+05,7.3928,6.8057,12.119,8.4173,54
44500,8.7202,5.632,9563.9,254.45,617.19,236.62,2.78E+09,8.68E+05,7.3902,6.8121,12.162,8.4236,54
44667,8.7158,5.6279,9502.4,254.37,615.19,235.7,2.76E+09,8.67E+05,7.387,6.8196,12.197,8.4289,54
44833,8.7115,5.6253,9448.1,254.31,613.27,235.08,2.73E+09,8.66E+05,7.383,6.8282,12.224,8.4333,54
45000,8.7074,5.6243,9399.3,254.25,611.43,234.78,2.71E+09,8.65E+05,7.3784,6.8378,12.243,8.4366,55
45167,8.7034,5.6248,9342.3,254.2,609.71,234.8,2.69E+09,8.64E+05,7.3732,6.8484,12.254,8.439,55
45333,8.6996,5.627,9287.5,254.17,608.09,235.13,2.68E+09,8.63E+05,7.3673,6.8599,12.256,8.4402,55
45500,8.6961,5.6307,9234.5,254.15,606.6,235.8,2.66E+09,8.62E+05,7.3609,6.8723,12.25,8.4403,55
45667,8.6928,5.6361,9183.2,254.14,605.25,236.79,2.65E+09,8.61E+05,7.3539,6.8854,12.235,8.4392,55
45833,8.6898,5.643,9133.5,254.14,604.05,238.11,2.63E+09,8.61E+05,7.3465,6.8993,12.213,8.4369,55
46000,8.6872,5.6515,9085,254.16,603.01,239.74,2.62E+09,8.60E+05,7.3386,6.9138,12.184,8.4335,55
46167,8.6849,5.6614,9037.9,254.19,602.13,241.67,2.60E+09,8.60E+05,7.3303,6.9287,12.147,8.4289,55
46333,8.683,5.6726,8992,254.23,601.42,243.88,2.58E+09,8.59E+05,7.3217,6.9441,12.104,8.4233,55
46500,8.6815,5.6849,8947.3,254.28,600.89,246.34,2.57E+09,8.59E+05,7.3128,6.9597,12.055,8.4168,55
46667,8.6804,5.6983,8903.9,254.34,600.55,249.03,2.55E+09,8.59E+05,7.3037,6.9755,12.002,8.4093,55
46833,8.6797,5.7125,8861.8,254.41,600.39,251.92,2.53E+09,8.59E+05,7.2944,6.9912,11.943,8.4012,55
47000,8.6795,5.7274,8821.1,254.49,600.42,254.98,2.51E+09,8.59E+05,7.285,7.0069,11.88,8.3923,55
47167,8.6797,5.743,8781.7,254.58,600.63,258.19,2.50E+09,8.59E+05,7.2756,7.0223,11.814,8.3828,55
47333,8.6803,5.7591,8743.9,254.68,601.03,261.52,2.48E+09,8.59E+05,7.2662,7.0374,11.745,8.3728,55
47500,8.6813,5.7755,8707.7,254.79,601.61,264.96,2.46E+09,8.59E+05,7.2569,7.0521,11.674,8.3622,56
47667,8.6828,5.7924,8673.1,254.91,602.37,268.48,2.45E+09,8.60E+05,7.2478,7.0663,11.601,8.3512,56
47833,8.6847,5.8096,8640.3,255.03,603.3,272.08,2.43E+09,8.60E+05,7.239,7.0799,11.527,8.3397,57
48000,8.6869,5.827,8609.7,255.16,604.4,275.74,2.42E+09,8.61E+05,7.2305,7.0928,11.452,8.3278,58
48167,8.6895,5.8445,8581.2,255.29,605.65,279.44,2.40E+09,8.62E+05,7.2223,7.1049,11.376,8.3156,59
48333,8.6925,5.8622,8555.4,255.42,607.04,283.17,2.39E+09,8.62E+05,7.2147,7.1163,11.301,8.3029,60
48500,8.6957,5.8799,8532.4,255.55,608.56,286.9,2.38E+09,8.63E+05,7.2076,7.1267,11.227,8.2901,61
48667,8.6992,5.8976,8512.5,255.69,610.2,290.61,2.37E+09,8.64E+05,7.201,7.1362,11.155,8.277,61
48833,8.7029,5.915,8496.2,255.82,611.95,294.29,2.36E+09,8.65E+05,7.1952,7.1446,11.084,8.2639,62
49000,8.7067,5.932,8483.8,255.95,613.79,297.89,2.35E+09,8.66E+05,7.1901,7.152,11.016,8.2508,63
49167,8.7107,5.9486,8475.7,256.07,615.7,301.38,2.35E+09,8.67E+05,7.1857,7.1581,10.951,8.2379,64
49333,8.7148,5.9644,8472.2,256.19,617.68,304.74,2.34E+09,8.68E+05,7.1822,7.163,10.89,8.2254,65
49500,8.7189,5.9794,8473.7,256.3,619.69,307.93,2.34E+09,8.69E+05,7.1795,7.1665,10.834,8.2134,66
49667,8.723,5.9933,8480.7,256.4,621.74,310.91,2.34E+09,8.70E+05,7.1778,7.1687,10.782,8.202,66
49833,8.727,6.006,8493.4,256.5,623.8,313.64,2.34E+09,8.71E+05,7.1769,7.1695,10.735,8.1915,67
50000,8.731,6.0172,8511.9,256.58,625.85,316.1,2.35E+09,8.72E+05,7.177,7.1689,10.693,8.1818,68
50250,8.7348,6.027,8536.3,256.66,627.89,318.26,2.36E+09,8.73E+05,7.178,7.1668,10.657,8.1733,69
50500,8.7385,6.0351,8566.5,256.72,629.89,320.1,2.37E+09,8.74E+05,7.18,7.1633,10.627,8.1659,70
50750,8.742,6.0414,8602.2,256.77,631.85,321.59,2.38E+09,8.75E+05,7.1829,7.1584,10.602,8.1597,71
51000,8.7453,6.0459,8642.9,256.81,633.75,322.72,2.39E+09,8.76E+05,7.1866,7.152,10.583,8.1549,72
51250,8.7484,6.0485,8688.1,256.84,635.57,323.48,2.41E+09,8.77E+05,7.1913,7.1444,10.57,8.1513,74
51500,8.7513,6.0492,8737.1,256.85,637.31,323.86,2.42E+09,8.77E+05,7.1967,7.1354,10.562,8.1491,75
51750,8.754,6.0481,8789.3,256.86,638.94,323.86,2.44E+09,8.78E+05,7.2029,7.1252,10.56,8.1483,77
52000,8.7563,6.0451,8844,256.85,640.47,323.49,2.46E+09,8.79E+05,7.2098,7.1137,10.562,8.1488,79
52250,8.7584,6.0403,8900.6,256.83,641.88,322.76,2.48E+09,8.80E+05,7.2173,7.1012,10.569,8.1507,81
52500,8.7602,6.0338,8958.1,256.8,643.15,321.67,2.50E+09,8.80E+05,7.2255,7.0877,10.58,8.1538,84
52750,8.7617,6.0257,9015.9,256.75,644.28,320.24,2.52E+09,8.81E+05,7.2341,7.0733,10.596,8.158,86
53000,8.7629,6.0162,9073.1,256.7,645.25,318.5,2.54E+09,8.82E+05,7.2431,7.0581,10.615,8.1633,88
53167,8.7638,6.0054,9128.7,256.64,646.07,316.48,2.55E+09,8.82E+05,7.2525,7.0423,10.637,8.1696,90
53333,8.7643,5.9934,9181.5,256.57,646.72,314.19,2.57E+09,8.82E+05,7.2622,7.0259,10.663,8.1768,92
53500,8.7645,5.9805,9230.4,256.49,647.2,311.67,2.59E+09,8.83E+05,7.272,7.0092,10.691,8.1847,94
53667,8.7643,5.9666,9274.5,256.41,647.5,308.95,2.60E+09,8.83E+05,7.2819,6.9922,10.721,8.1931,95
53833,8.7639,5.9521,9312.9,256.32,647.62,306.05,2.62E+09,8.83E+05,7.2918,6.9751,10.754,8.2022,96
54000,8.7631,5.9369,9345.3,256.22,647.57,302.99,2.63E+09,8.83E+05,7.3017,6.9581,10.788,8.2116,97
54167,8.762,5.9212,9371.6,256.11,647.33,299.81,2.64E+09,8.83E+05,7.3114,6.9413,10.823,8.2215,97
54333,8.7607,5.905,9392.1,256.01,646.93,296.5,2.64E+09,8.83E+05,7.3209,6.9247,10.858,8.2317,96
54500,8.759,5.8884,9407.4,255.89,646.34,293.1,2.65E+09,8.83E+05,7.3301,6.9087,10.895,8.2422,95
54667,8.757,5.8714,9418.3,255.78,645.59,289.62,2.65E+09,8.82E+05,7.3389,6.8932,10.931,8.253,94
54833,8.7548,5.8542,9425.4,255.66,644.67,286.06,2.65E+09,8.82E+05,7.3474,6.8784,10.967,8.2642,92
55000,8.7523,5.8366,9429.6,255.53,643.58,282.43,2.64E+09,8.82E+05,7.3553,6.8644,11.001,8.2755,90
55250,8.7496,5.8189,9431.5,255.41,642.34,278.76,2.64E+09,8.81E+05,7.3628,6.8513,11.035,8.2871,87
55500,8.7466,5.801,9431.6,255.28,640.96,275.06,2.63E+09,8.80E+05,7.3696,6.8391,11.067,8.2989,84
55750,8.7433,5.7831,9430.4,255.15,639.44,271.35,2.62E+09,8.79E+05,7.3759,6.828,11.098,8.3108,81
56000,8.7398,5.7653,9428.2,255.02,637.79,267.66,2.62E+09,8.79E+05,7.3815,6.818,11.126,8.3228,78
56250,8.7361,5.7477,9425.2,254.89,636.03,264.01,2.61E+09,8.78E+05,7.3865,6.8092,11.152,8.3346,75
56500,8.7321,5.7306,9421.6,254.76,634.16,260.43,2.60E+09,8.77E+05,7.3908,6.8017,11.174,8.3462,72
56750,8.728,5.714,9417.6,254.64,632.21,256.97,2.59E+09,8.76E+05,7.3944,6.7955,11.194,8.3575,70
57000,8.7238,5.6982,9413.2,254.51,630.2,253.65,2.57E+09,8.74E+05,7.3973,6.7907,11.211,8.3682,68
57250,8.7195,5.6834,9408.7,254.39,628.12,250.52,2.56E+09,8.73E+05,7.3995,6.7872,11.224,8.3783,66
57500,8.7151,5.6698,9404.2,254.27,626.01,247.61,2.55E+09,8.72E+05,7.401,6.7852,11.234,8.3876,64
57750,8.7106,5.6574,9400.2,254.15,623.88,244.94,2.54E+09,8.71E+05,7.4018,6.7846,11.24,8.396,63
58000,8.7061,5.6463,9397,254.04,621.73,242.53,2.53E+09,8.69E+05,7.402,6.7855,11.243,8.4034,63
58250,8.7016,5.6367,9395.1,253.94,619.6,240.4,2.52E+09,8.68E+05,7.4015,6.7877,11.242,8.4098,62
58500,8.6972,5.6285,9395,253.84,617.48,238.57,2.51E+09,8.67E+05,7.4003,6.7912,11.237,8.4152,63
58750,8.6927,5.6218,9397,253.74,615.4,237.02,2.50E+09,8.65E+05,7.3985,6.7961,11.229,8.4196,63
59000,8.6883,5.6165,9401.3,253.66,613.37,235.77,2.49E+09,8.64E+05,7.3961,6.8023,11.217,8.423,64
59250,8.684,5.6126,9407.8,253.57,611.4,234.82,2.48E+09,8.63E+05,7.3931,6.8096,11.202,8.4254,65
59500,8.6799,5.6102,9416.3,253.5,609.5,234.16,2.47E+09,8.61E+05,7.3896,6.8182,11.183,8.4268,65
59750,8.6758,5.6092,9426.2,253.44,607.7,233.81,2.47E+09,8.60E+05,7.3855,6.8278,11.162,8.4272,66
60000,8.6719,5.6097,9437.3,253.38,606,233.75,2.47E+09,8.59E+05,7.3808,6.8385,11.138,8.4265,67
60250,8.6682,5.6117,9449.1,253.33,604.42,234.01,2.47E+09,8.58E+05,7.3757,6.8502,11.111,8.4248,68
60500,8.6647,5.6152,9461.3,253.3,602.96,234.59,2.47E+09,8.57E+05,7.3701,6.8628,11.081,8.4221,69
60750,8.6615,5.6203,9473.4,253.27,601.65,235.48,2.47E+09,8.56E+05,7.3641,6.8763,11.05,8.4184,70
61000,8.6586,5.627,9485.2,253.26,600.49,236.71,2.47E+09,8.55E+05,7.3577,6.8905,11.016,8.4136,70
61250,8.6561,5.6353,9496.5,253.26,599.48,238.25,2.47E+09,8.54E+05,7.3509,6.9055,10.981,8.4079,70
61500,8.6539,5.645,9499.9,253.26,598.65,240.09,2.47E+09,8.53E+05,7.3437,6.921,10.944,8.4012,71
61750,8.6521,5.6561,9503.1,253.28,597.99,242.23,2.47E+09,8.53E+05,7.3363,6.9369,10.907,8.3938,71
62000,8.6507,5.6683,9505.9,253.32,597.52,244.63,2.47E+09,8.52E+05,7.3285,6.9532,10.868,8.3855,71
62250,8.6497,5.6816,9508.1,253.36,597.22,247.27,2.46E+09,8.52E+05,7.3206,6.9697,10.829,8.3766,71
62500,8.6492,5.6958,9509.1,253.42,597.11,250.11,2.45E+09,8.52E+05,7.3125,6.9862,10.79,8.3671,71
62750,8.6491,5.7106,9507.9,253.48,597.19,253.13,2.46E+09,8.52E+05,7.3042,7.0027,10.75,8.3571,71
63000,8.6495,5.7261,9503,253.56,597.46,256.3,2.46E+09,8.52E+05,7.2959,7.019,10.711,8.3467,71
63250,8.6503,5.7419,9506.5,253.64,597.91,259.59,2.46E+09,8.52E+05,7.2875,7.035,10.673,8.3359,72
63500,8.6516,5.7582,9507.8,253.74,598.54,262.99,2.46E+09,8.52E+05,7.2792,7.0506,10.635,8.3247,72
63750,8.6534,5.7747,9506.7,253.85,599.34,266.47,2.46E+09,8.52E+05,7.271,7.0658,10.598,8.3133,73
64000,8.6555,5.7915,9502.9,253.96,600.32,270.01,2.45E+09,8.53E+05,7.2629,7.0803,10.563,8.3016,73
64333,8.6581,5.8085,9496.2,254.08,601.45,273.62,2.45E+09,8.53E+05,7.255,7.0942,10.529,8.2898,74
64667,8.6611,5.8257,9486.2,254.21,602.73,277.26,2.45E+09,8.54E+05,7.2474,7.1074,10.497,8.2778,75
65000,8.6644,5.8431,9472.5,254.34,604.14,280.94,2.44E+09,8.55E+05,7.2401,7.1197,10.467,8.2658,75
65333,8.668,5.8605,9454.7,254.47,605.69,284.63,2.43E+09,8.56E+05,7.2332,7.1312,10.439,8.2538,76
65667,8.6719,5.8779,9432.2,254.61,607.34,288.33,2.42E+09,8.57E+05,7.2268,7.1417,10.414,8.242,77
66000,8.6761,5.8952,9405,254.75,609.09,292,2.41E+09,8.58E+05,7.2208,7.1511,10.39,8.2303,77
66333,8.6804,5.9124,9376.1,254.88,610.93,295.61,2.39E+09,8.59E+05,7.2154,7.1594,10.368,8.2189,78
66667,8.6849,5.9291,9346.9,255.02,612.83,299.15,2.38E+09,8.60E+05,7.2106,7.1665,10.349,8.2079,78
67000,8.6895,5.9453,9318.9,255.15,614.79,302.56,2.36E+09,8.61E+05,7.2064,7.1722,10.331,8.1974,78
67333,8.6942,5.9607,9294.2,255.27,616.79,305.82,2.35E+09,8.62E+05,7.203,7.1766,10.316,8.1875,78
67667,8.6988,5.9751,9276,255.39,618.81,308.88,2.35E+09,8.63E+05,7.2003,7.1795,10.302,8.1783,78
68000,8.7035,5.9884,9268.1,255.5,620.85,311.71,2.33E+09,8.64E+05,7.1984,7.1809,10.29,8.17,77
68333,8.7081,6.0003,9241,255.61,622.88,314.26,2.32E+09,8.65E+05,7.1973,7.1808,10.28,8.1625,77
68667,8.7126,6.0106,9208.9,255.71,624.89,316.5,2.30E+09,8.67E+05,7.1971,7.1791,10.271,8.156,77
69000,8.717,6.0192,9170.8,255.79,626.88,318.4,2.28E+09,8.68E+05,7.1977,7.1759,10.263,8.1505,77
69333,8.7212,6.0261,9126.2,255.87,628.83,319.95,2.25E+09,8.69E+05,7.1992,7.1712,10.256,8.1462,77
69667,8.7253,6.031,9074.5,255.94,630.72,321.13,2.23E+09,8.70E+05,7.2015,7.165,10.25,8.1429,77
70000,8.7292,6.034,9016,256,632.55,321.92,2.19E+09,8.71E+05,7.2047,7.1574,10.245,8.1409,77
70333,8.7329,6.035,8951,256.05,634.3,322.32,2.16E+09,8.72E+05,7.2087,7.1484,10.241,8.14,78
70667,8.7363,6.0341,8879.9,256.08,635.96,322.32,2.12E+09,8.73E+05,7.2134,7.1381,10.236,8.1402,78
71000,8.7396,6.0312,8803.6,256.11,637.52,321.93,2.08E+09,8.75E+05,7.2189,7.1267,10.231,8.1417,79
71333,8.7426,6.0265,8722.5,256.13,638.96,321.16,2.03E+09,8.76E+05,7.2251,7.1141,10.226,8.1442,80
71667,8.7453,6.0199,8637.4,256.14,640.29,320.02,1.99E+09,8.76E+05,7.2319,7.1005,10.221,8.1479,81
72000,8.7478,6.0117,8549.1,256.14,641.48,318.53,1.94E+09,8.77E+05,7.2394,7.0859,10.214,8.1526,82
72333,8.7499,6.0019,8458.5,256.14,642.52,316.71,1.89E+09,8.78E+05,7.2473,7.0706,10.207,8.1582,82
72667,8.7518,5.9908,8366.8,256.12,643.41,314.58,1.84E+09,8.79E+05,7.2557,7.0546,10.199,8.1648,83
73000,8.7533,5.9786,8275.6,256.09,644.15,312.19,1.79E+09,8.80E+05,7.2645,7.0382,10.189,8.1722,83
73333,8.7545,5.9653,8186.5,256.06,644.72,309.56,1.74E+09,8.80E+05,7.2737,7.0213,10.179,8.1804,83
73667,8.7553,5.9513,8101.5,256.02,645.12,306.74,1.68E+09,8.81E+05,7.283,7.0043,10.167,8.1893,83
74000,8.7558,5.9367,8022.5,255.97,645.36,303.76,1.63E+09,8.81E+05,7.2925,6.9873,10.155,8.1988,83
74333,8.756,5.9217,7951.2,255.91,645.42,300.66,1.59E+09,8.82E+05,7.302,6.9704,10.141,8.2089,82
74667,8.7559,5.9064,7888.8,255.84,645.31,297.47,1.54E+09,8.82E+05,7.3115,6.9539,10.127,8.2196,81
75000,8.7554,5.8908,7835.9,255.77,645.02,294.2,1.50E+09,8.82E+05,7.3209,6.9379,10.113,8.2307,80
