T2M,RH2M,WS10M,WS50M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,WS50M_MAX,WS50M_MIN,P,POPULATION
27.254,58.437,3.2043,4.6702,36.835,18.657,7.7869,0.18727,10.199,0.24841,98.142,59500
27.254,58.432,3.2042,4.6702,36.835,18.657,7.7867,0.18726,10.199,0.24838,98.141,59750
27.254,58.427,3.2041,4.6701,36.835,18.657,7.7865,0.18724,10.199,0.24836,98.14,60000
27.254,58.423,3.2041,4.67,36.835,18.656,7.7863,0.18723,10.199,0.24834,98.138,60250
27.254,58.418,3.204,4.67,36.835,18.656,7.7861,0.18721,10.199,0.24831,98.137,60500
27.253,58.413,3.2039,4.6699,36.835,18.656,7.7859,0.1872,10.199,0.24829,98.136,60750
27.253,58.408,3.2039,4.6699,36.835,18.655,7.7858,0.18719,10.199,0.24827,98.134,61000
27.253,58.404,3.2038,4.6698,36.835,18.655,7.7856,0.18717,10.199,0.24824,98.133,61250
27.253,58.399,3.2037,4.6697,36.835,18.655,7.7854,0.18716,10.199,0.24822,98.132,61500
27.253,58.394,3.2037,4.6697,36.835,18.654,7.7852,0.18714,10.198,0.2482,98.131,61750
27.253,58.39,3.2036,4.6696,36.835,18.654,7.785,0.18713,10.198,0.24817,98.129,62000
27.253,58.385,3.2035,4.6695,36.835,18.654,7.7848,0.18712,10.198,0.24815,98.128,62333
27.253,58.381,3.2034,4.6695,36.835,18.653,7.7846,0.1871,10.198,0.24813,98.127,62667
27.252,58.376,3.2034,4.6694,36.835,18.653,7.7844,0.18709,10.198,0.2481,98.126,63000
27.252,58.372,3.2033,4.6693,36.835,18.653,7.7842,0.18707,10.198,0.24808,98.124,63333
27.252,58.367,3.2032,4.6692,36.835,18.652,7.784,0.18706,10.198,0.24806,98.123,63667
27.252,58.363,3.2031,4.6692,36.835,18.652,7.7838,0.18705,10.198,0.24803,98.122,64000
27.252,58.358,3.2031,4.6691,36.835,18.652,7.7836,0.18703,10.198,0.24801,98.121,64333
27.252,58.354,3.203,4.669,36.835,18.651,7.7834,0.18702,10.198,0.24799,98.119,64667
27.252,58.35,3.2029,4.669,36.835,18.651,7.7832,0.187,10.198,0.24796,98.118,65000
27.252,58.345,3.2028,4.6689,36.835,18.651,7.7829,0.18699,10.197,0.24794,98.117,65333
27.251,58.341,3.2027,4.6688,36.835,18.65,7.7827,0.18698,10.197,0.24791,98.116,65667
27.251,58.337,3.2027,4.6687,36.835,18.65,7.7825,0.18696,10.197,0.24789,98.114,66000
27.251,58.333,3.2026,4.6686,36.835,18.65,7.7823,0.18695,10.197,0.24787,98.113,66333
27.251,58.328,3.2025,4.6686,36.835,18.649,7.7821,0.18694,10.197,0.24784,98.112,66667
27.251,58.324,3.2024,4.6685,36.835,18.649,7.7819,0.18692,10.197,0.24782,98.111,67000
27.251,58.32,3.2023,4.6684,36.835,18.649,7.7816,0.18691,10.197,0.2478,98.109,67333
27.251,58.316,3.2022,4.6683,36.835,18.649,7.7814,0.18689,10.197,0.24777,98.108,67667
27.25,58.312,3.2022,4.6682,36.834,18.648,7.7812,0.18688,10.197,0.24775,98.107,68000
27.25,58.308,3.2021,4.6681,36.834,18.648,7.781,0.18687,10.197,0.24772,98.106,68333
27.25,58.304,3.202,4.668,36.834,18.648,7.7807,0.18685,10.196,0.2477,98.105,68667
27.25,58.3,3.2019,4.668,36.834,18.647,7.7805,0.18684,10.196,0.24768,98.103,69000
27.25,58.296,3.2018,4.6679,36.834,18.647,7.7803,0.18683,10.196,0.24765,98.102,69333
27.25,58.292,3.2017,4.6678,36.834,18.647,7.7801,0.18681,10.196,0.24763,98.101,69667
27.25,58.288,3.2016,4.6677,36.834,18.647,7.7798,0.1868,10.196,0.2476,98.1,70000
27.249,58.284,3.2015,4.6676,36.834,18.646,7.7796,0.18679,10.196,0.24758,98.099,70333
27.249,58.28,3.2014,4.6675,36.834,18.646,7.7794,0.18677,10.196,0.24755,98.097,70667
27.249,58.276,3.2013,4.6674,36.834,18.646,7.7791,0.18676,10.196,0.24753,98.096,71000
27.249,58.272,3.2012,4.6673,36.834,18.645,7.7789,0.18674,10.195,0.24751,98.095,71333
27.249,58.268,3.2012,4.6672,36.834,18.645,7.7786,0.18673,10.195,0.24748,98.094,71667
27.249,58.265,3.2011,4.6671,36.833,18.645,7.7784,0.18672,10.195,0.24746,98.093,72000
27.248,58.261,3.201,4.667,36.833,18.645,7.7782,0.1867,10.195,0.24743,98.091,72333
27.248,58.257,3.2009,4.6669,36.833,18.644,7.7779,0.18669,10.195,0.24741,98.09,72667
27.248,58.253,3.2008,4.6668,36.833,18.644,7.7777,0.18668,10.195,0.24738,98.089,73000
27.248,58.25,3.2007,4.6667,36.833,18.644,7.7774,0.18666,10.195,0.24736,98.088,73333
27.248,58.246,3.2006,4.6666,36.833,18.644,7.7772,0.18665,10.195,0.24733,98.087,73667
27.248,58.242,3.2005,4.6665,36.833,18.643,7.7769,0.18664,10.194,0.24731,98.086,74000
27.248,58.239,3.2004,4.6664,36.833,18.643,7.7767,0.18662,10.194,0.24728,98.084,74333
27.247,58.235,3.2003,4.6663,36.833,18.643,7.7764,0.18661,10.194,0.24726,98.083,74667
27.247,58.232,3.2002,4.6662,36.832,18.643,7.7762,0.1866,10.194,0.24724,98.082,75000
27.247,58.228,3.2001,4.6661,36.832,18.642,7.7759,0.18658,10.194,0.24721,98.081,75333
27.247,58.225,3.2,4.666,36.832,18.642,7.7756,0.18657,10.194,0.24719,98.08,75667
27.247,58.221,3.1998,4.6659,36.832,18.642,7.7754,0.18656,10.194,0.24716,98.079,76000
27.247,58.218,3.1997,4.6658,36.832,18.642,7.7751,0.18654,10.193,0.24714,98.078,76333
27.246,58.214,3.1996,4.6657,36.832,18.641,7.7748,0.18653,10.193,0.24711,98.076,76667
27.246,58.211,3.1995,4.6655,36.832,18.641,7.7746,0.18652,10.193,0.24709,98.075,77000
27.246,58.207,3.1994,4.6654,36.831,18.641,7.7743,0.1865,10.193,0.24706,98.074,77333
27.246,58.204,3.1993,4.6653,36.831,18.641,7.774,0.18649,10.193,0.24704,98.073,77667
27.246,58.201,3.1992,4.6652,36.831,18.64,7.7738,0.18648,10.193,0.24701,98.072,78000
27.246,58.197,3.1991,4.6651,36.831,18.64,7.7735,0.18646,10.193,0.24698,98.071,78417
27.245,58.194,3.199,4.665,36.831,18.64,7.7732,0.18645,10.192,0.24696,98.07,78833
27.245,58.191,3.1989,4.6648,36.831,18.64,7.773,0.18644,10.192,0.24693,98.069,79250
27.245,58.188,3.1987,4.6647,36.831,18.639,7.7727,0.18642,10.192,0.24691,98.067,79667
27.245,58.185,3.1986,4.6646,36.83,18.639,7.7724,0.18641,10.192,0.24688,98.066,80083
27.245,58.181,3.1985,4.6645,36.83,18.639,7.7721,0.1864,10.192,0.24686,98.065,80500
27.245,58.178,3.1984,4.6644,36.83,18.639,7.7718,0.18638,10.192,0.24683,98.064,80917
27.244,58.175,3.1983,4.6642,36.83,18.638,7.7716,0.18637,10.191,0.24681,98.063,81333
27.244,58.172,3.1982,4.6641,36.83,18.638,7.7713,0.18636,10.191,0.24678,98.062,81750
27.244,58.169,3.198,4.664,36.829,18.638,7.771,0.18634,10.191,0.24676,98.061,82167
27.244,58.166,3.1979,4.6639,36.829,18.638,7.7707,0.18633,10.191,0.24673,98.06,82583
27.244,58.163,3.1978,4.6637,36.829,18.638,7.7704,0.18632,10.191,0.2467,98.059,83000
27.244,58.16,3.1977,4.6636,36.829,18.637,7.7701,0.1863,10.19,0.24668,98.058,83417
27.243,58.157,3.1976,4.6635,36.829,18.637,7.7698,0.18629,10.19,0.24665,98.057,83833
27.243,58.154,3.1974,4.6633,36.829,18.637,7.7695,0.18628,10.19,0.24663,98.055,84250
27.243,58.151,3.1973,4.6632,36.828,18.637,7.7692,0.18626,10.19,0.2466,98.054,84667
27.243,58.148,3.1972,4.6631,36.828,18.636,7.7689,0.18625,10.19,0.24658,98.053,85083
27.243,58.146,3.1971,4.6629,36.828,18.636,7.7686,0.18624,10.19,0.24655,98.052,85500
27.242,58.143,3.1969,4.6628,36.828,18.636,7.7683,0.18622,10.189,0.24652,98.051,85917
27.242,58.14,3.1968,4.6627,36.827,18.636,7.768,0.18621,10.189,0.2465,98.05,86333
27.242,58.137,3.1967,4.6625,36.827,18.636,7.7677,0.1862,10.189,0.24647,98.049,86750
27.242,58.134,3.1966,4.6624,36.827,18.635,7.7674,0.18618,10.189,0.24645,98.048,87167
27.242,58.132,3.1964,4.6623,36.827,18.635,7.7671,0.18617,10.189,0.24642,98.047,87583
27.242,58.129,3.1963,4.6621,36.827,18.635,7.7668,0.18616,10.188,0.24639,98.046,88000
27.241,58.126,3.1962,4.662,36.826,18.635,7.7665,0.18614,10.188,0.24637,98.045,88417
27.241,58.124,3.196,4.6618,36.826,18.635,7.7662,0.18613,10.188,0.24634,98.044,88833
27.241,58.121,3.1959,4.6617,36.826,18.634,7.7659,0.18612,10.188,0.24631,98.043,89250
27.241,58.119,3.1958,4.6615,36.826,18.634,7.7656,0.1861,10.188,0.24629,98.042,89667
27.241,58.116,3.1956,4.6614,36.825,18.634,7.7653,0.18609,10.187,0.24626,98.041,90083
27.24,58.114,3.1955,4.6613,36.825,18.634,7.7649,0.18608,10.187,0.24623,98.04,90500
27.24,58.111,3.1954,4.6611,36.825,18.634,7.7646,0.18607,10.187,0.24621,98.039,90917
27.24,58.109,3.1952,4.661,36.825,18.634,7.7643,0.18605,10.187,0.24618,98.038,91333
27.24,58.106,3.1951,4.6608,36.824,18.633,7.764,0.18604,10.187,0.24615,98.037,91750
27.24,58.104,3.195,4.6607,36.824,18.633,7.7637,0.18603,10.186,0.24613,98.036,92167
27.24,58.101,3.1948,4.6605,36.824,18.633,7.7633,0.18601,10.186,0.2461,98.035,92583
27.239,58.099,3.1947,4.6604,36.824,18.633,7.763,0.186,10.186,0.24607,98.034,93000
27.239,58.097,3.1945,4.6602,36.823,18.633,7.7627,0.18599,10.186,0.24605,98.033,93417
27.239,58.094,3.1944,4.66,36.823,18.632,7.7623,0.18597,10.186,0.24602,98.032,93833
27.239,58.092,3.1943,4.6599,36.823,18.632,7.762,0.18596,10.185,0.24599,98.031,94250
27.239,58.09,3.1941,4.6597,36.823,18.632,7.7617,0.18595,10.185,0.24597,98.03,94667
27.238,58.088,3.194,4.6596,36.822,18.632,7.7613,0.18593,10.185,0.24594,98.029,95083
27.238,58.085,3.1938,4.6594,36.822,18.632,7.761,0.18592,10.185,0.24591,98.028,95500
27.238,58.083,3.1937,4.6593,36.822,18.632,7.7607,0.18591,10.184,0.24589,98.027,95917
27.238,58.081,3.1935,4.6591,36.821,18.631,7.7603,0.1859,10.184,0.24586,98.026,96333
27.238,58.079,3.1934,4.6589,36.821,18.631,7.76,0.18588,10.184,0.24583,98.025,96750
27.237,58.077,3.1932,4.6588,36.821,18.631,7.7596,0.18587,10.184,0.2458,98.024,97167
27.237,58.075,3.1931,4.6586,36.821,18.631,7.7593,0.18586,10.183,0.24578,98.023,97583
27.237,58.073,3.1929,4.6584,36.82,18.631,7.759,0.18584,10.183,0.24575,98.022,98000
27.237,58.071,3.1928,4.6583,36.82,18.631,7.7586,0.18583,10.183,0.24572,98.021,98417
27.237,58.069,3.1926,4.6581,36.82,18.631,7.7583,0.18582,10.183,0.24569,98.02,98833
27.236,58.067,3.1925,4.6579,36.819,18.63,7.7579,0.1858,10.183,0.24567,98.019,99250
27.236,58.065,3.1923,4.6578,36.819,18.63,7.7576,0.18579,10.182,0.24564,98.018,99667
27.236,58.063,3.1922,4.6576,36.819,18.63,7.7572,0.18578,10.182,0.24561,98.017,1.00E+05
27.236,58.061,3.192,4.6574,36.818,18.63,7.7568,0.18577,10.182,0.24558,98.016,1.01E+05
27.236,58.059,3.1919,4.6573,36.818,18.63,7.7565,0.18575,10.182,0.24556,98.015,1.01E+05
27.235,58.057,3.1917,4.6571,36.818,18.63,7.7561,0.18574,10.181,0.24553,98.014,1.01E+05
27.235,58.055,3.1916,4.6569,36.818,18.63,7.7558,0.18573,10.181,0.2455,98.013,1.02E+05
27.235,58.054,3.1914,4.6567,36.817,18.629,7.7554,0.18571,10.181,0.24547,98.012,1.02E+05
27.235,58.052,3.1912,4.6566,36.817,18.629,7.755,0.1857,10.181,0.24545,98.011,1.03E+05
27.235,58.05,3.1911,4.6564,36.817,18.629,7.7547,0.18569,10.18,0.24542,98.01,1.03E+05
27.234,58.048,3.1909,4.6562,36.816,18.629,7.7543,0.18567,10.18,0.24539,98.01,1.04E+05
27.234,58.047,3.1908,4.656,36.816,18.629,7.7539,0.18566,10.18,0.24536,98.009,1.04E+05
27.234,58.045,3.1906,4.6558,36.816,18.629,7.7536,0.18565,10.18,0.24533,98.008,1.05E+05
27.234,58.043,3.1904,4.6557,36.815,18.629,7.7532,0.18564,10.179,0.24531,98.007,1.05E+05
27.234,58.042,3.1903,4.6555,36.815,18.629,7.7528,0.18562,10.179,0.24528,98.006,1.06E+05
27.233,58.04,3.1901,4.6553,36.814,18.628,7.7525,0.18561,10.179,0.24525,98.005,1.06E+05
27.233,58.039,3.1899,4.6551,36.814,18.628,7.7521,0.1856,10.178,0.24522,98.004,1.07E+05
27.233,58.037,3.1898,4.6549,36.814,18.628,7.7517,0.18558,10.178,0.24519,98.003,1.07E+05
27.233,58.036,3.1896,4.6547,36.813,18.628,7.7513,0.18557,10.178,0.24517,98.002,1.08E+05
27.232,58.034,3.1894,4.6545,36.813,18.628,7.7509,0.18556,10.178,0.24514,98.001,1.08E+05
27.232,58.033,3.1893,4.6544,36.813,18.628,7.7506,0.18555,10.177,0.24511,98,1.09E+05
27.232,58.031,3.1891,4.6542,36.812,18.628,7.7502,0.18553,10.177,0.24508,98,1.09E+05
27.232,58.03,3.1889,4.654,36.812,18.628,7.7498,0.18552,10.177,0.24505,97.999,1.10E+05
27.232,58.029,3.1888,4.6538,36.812,18.628,7.7494,0.18551,10.177,0.24502,97.998,1.10E+05
27.231,58.027,3.1886,4.6536,36.811,18.627,7.749,0.18549,10.176,0.24499,97.997,1.11E+05
27.231,58.026,3.1884,4.6534,36.811,18.627,7.7486,0.18548,10.176,0.24497,97.996,1.11E+05
27.231,58.025,3.1882,4.6532,36.81,18.627,7.7482,0.18547,10.176,0.24494,97.995,1.12E+05
27.231,58.024,3.1881,4.653,36.81,18.627,7.7478,0.18546,10.175,0.24491,97.994,1.12E+05
27.231,58.022,3.1879,4.6528,36.81,18.627,7.7474,0.18544,10.175,0.24488,97.993,1.13E+05
27.23,58.021,3.1877,4.6526,36.809,18.627,7.747,0.18543,10.175,0.24485,97.993,1.13E+05
27.23,58.02,3.1875,4.6524,36.809,18.627,7.7466,0.18542,10.175,0.24482,97.992,1.14E+05
27.23,58.019,3.1874,4.6522,36.809,18.627,7.7462,0.18541,10.174,0.24479,97.991,1.14E+05
27.23,58.018,3.1872,4.652,36.808,18.627,7.7458,0.18539,10.174,0.24476,97.99,1.15E+05
27.229,58.017,3.187,4.6518,36.808,18.627,7.7454,0.18538,10.174,0.24474,97.989,1.15E+05
27.229,58.015,3.1868,4.6516,36.807,18.626,7.745,0.18537,10.173,0.24471,97.988,1.16E+05
27.229,58.014,3.1866,4.6514,36.807,18.626,7.7446,0.18535,10.173,0.24468,97.987,1.16E+05
27.229,58.013,3.1865,4.6512,36.807,18.626,7.7442,0.18534,10.173,0.24465,97.987,1.17E+05
27.229,58.012,3.1863,4.651,36.806,18.626,7.7438,0.18533,10.173,0.24462,97.986,1.17E+05
27.228,58.012,3.1861,4.6508,36.806,18.626,7.7434,0.18532,10.172,0.24459,97.985,1.18E+05
27.228,58.011,3.1859,4.6506,36.805,18.626,7.743,0.1853,10.172,0.24456,97.984,1.19E+05
27.228,58.01,3.1857,4.6504,36.805,18.626,7.7426,0.18529,10.172,0.24453,97.983,1.19E+05
27.228,58.009,3.1855,4.6502,36.804,18.626,7.7422,0.18528,10.171,0.2445,97.982,1.20E+05
27.227,58.008,3.1853,4.6499,36.804,18.626,7.7417,0.18526,10.171,0.24447,97.982,1.20E+05
27.227,58.007,3.1852,4.6497,36.804,18.626,7.7413,0.18525,10.171,0.24444,97.981,1.21E+05
27.227,58.006,3.185,4.6495,36.803,18.626,7.7409,0.18524,10.17,0.24441,97.98,1.21E+05
27.227,58.006,3.1848,4.6493,36.803,18.626,7.7405,0.18523,10.17,0.24438,97.979,1.22E+05
27.227,58.005,3.1846,4.6491,36.802,18.626,7.74,0.18521,10.17,0.24435,97.978,1.23E+05
27.226,58.004,3.1844,4.6489,36.802,18.626,7.7396,0.1852,10.169,0.24432,97.978,1.23E+05
27.226,58.003,3.1842,4.6486,36.801,18.626,7.7392,0.18519,10.169,0.2443,97.977,1.24E+05
27.226,58.003,3.184,4.6484,36.801,18.625,7.7388,0.18518,10.169,0.24427,97.976,1.24E+05
27.226,58.002,3.1838,4.6482,36.801,18.625,7.7383,0.18516,10.168,0.24424,97.975,1.25E+05
27.225,58.001,3.1836,4.648,36.8,18.625,7.7379,0.18515,10.168,0.24421,97.974,1.25E+05
27.225,58.001,3.1834,4.6478,36.8,18.625,7.7375,0.18514,10.168,0.24418,97.974,1.26E+05
27.225,58,3.1832,4.6475,36.799,18.625,7.737,0.18513,10.168,0.24415,97.973,1.26E+05
27.225,58,3.183,4.6473,36.799,18.625,7.7366,0.18511,10.167,0.24412,97.972,1.27E+05
27.224,57.999,3.1828,4.6471,36.798,18.625,7.7362,0.1851,10.167,0.24409,97.971,1.27E+05
27.224,57.999,3.1826,4.6469,36.798,18.625,7.7357,0.18509,10.167,0.24406,97.971,1.28E+05
27.224,57.998,3.1824,4.6466,36.797,18.625,7.7353,0.18507,10.166,0.24403,97.97,1.28E+05
27.224,57.998,3.1822,4.6464,36.797,18.625,7.7348,0.18506,10.166,0.244,97.969,1.29E+05
27.223,57.998,3.182,4.6462,36.796,18.625,7.7344,0.18505,10.166,0.24397,97.968,1.29E+05
27.223,57.997,3.1818,4.6459,36.796,18.625,7.7339,0.18504,10.165,0.24394,97.967,1.30E+05
27.223,57.997,3.1816,4.6457,36.795,18.625,7.7335,0.18502,10.165,0.24391,97.967,1.31E+05
27.223,57.997,3.1814,4.6455,36.795,18.625,7.733,0.18501,10.164,0.24388,97.966,1.31E+05
27.223,57.996,3.1812,4.6452,36.794,18.625,7.7326,0.185,10.164,0.24384,97.965,1.32E+05
27.222,57.996,3.181,4.645,36.794,18.625,7.7321,0.18499,10.164,0.24381,97.964,1.33E+05
27.222,57.996,3.1808,4.6448,36.793,18.625,7.7317,0.18497,10.163,0.24378,97.964,1.33E+05
27.222,57.996,3.1806,4.6445,36.793,18.625,7.7312,0.18496,10.163,0.24375,97.963,1.34E+05
27.222,57.995,3.1804,4.6443,36.792,18.625,7.7308,0.18495,10.163,0.24372,97.962,1.35E+05
27.221,57.995,3.1802,4.6441,36.792,18.625,7.7303,0.18494,10.162,0.24369,97.962,1.35E+05
27.221,57.995,3.18,4.6438,36.791,18.625,7.7299,0.18492,10.162,0.24366,97.961,1.36E+05
27.221,57.995,3.1798,4.6436,36.791,18.625,7.7294,0.18491,10.162,0.24363,97.96,1.37E+05
27.221,57.995,3.1796,4.6433,36.79,18.625,7.7289,0.1849,10.161,0.2436,97.959,1.37E+05
27.22,57.995,3.1793,4.6431,36.79,18.625,7.7285,0.18489,10.161,0.24357,97.959,1.38E+05
27.22,57.995,3.1791,4.6428,36.789,18.625,7.728,0.18487,10.161,0.24354,97.958,1.38E+05
27.22,57.995,3.1789,4.6426,36.789,18.625,7.7275,0.18486,10.16,0.24351,97.957,1.39E+05
27.22,57.995,3.1787,4.6423,36.788,18.625,7.7271,0.18485,10.16,0.24348,97.957,1.40E+05
27.219,57.995,3.1785,4.6421,36.788,18.625,7.7266,0.18484,10.16,0.24345,97.956,1.40E+05
27.219,57.995,3.1783,4.6418,36.787,18.625,7.7261,0.18482,10.159,0.24342,97.955,1.41E+05
27.219,57.995,3.1781,4.6416,36.787,18.625,7.7256,0.18481,10.159,0.24338,97.954,1.41E+05
27.219,57.995,3.1778,4.6413,36.786,18.625,7.7252,0.1848,10.158,0.24335,97.954,1.42E+05
27.218,57.995,3.1776,4.6411,36.786,18.625,7.7247,0.18479,10.158,0.24332,97.953,1.42E+05
27.218,57.996,3.1774,4.6408,36.785,18.625,7.7242,0.18477,10.158,0.24329,97.952,1.43E+05
27.218,57.996,3.1772,4.6406,36.785,18.625,7.7237,0.18476,10.157,0.24326,97.952,1.44E+05
27.218,57.996,3.177,4.6403,36.784,18.625,7.7232,0.18475,10.157,0.24323,97.951,1.44E+05
27.217,57.996,3.1767,4.6401,36.784,18.625,7.7227,0.18474,10.157,0.2432,97.95,1.45E+05
27.217,57.997,3.1765,4.6398,36.783,18.625,7.7223,0.18472,10.156,0.24317,97.95,1.46E+05
27.217,57.997,3.1763,4.6395,36.783,18.625,7.7218,0.18471,10.156,0.24314,97.949,1.46E+05
27.217,57.997,3.1761,4.6393,36.782,18.625,7.7213,0.1847,10.155,0.2431,97.948,1.47E+05
27.216,57.998,3.1758,4.639,36.781,18.625,7.7208,0.18469,10.155,0.24307,97.948,1.48E+05
27.216,57.998,3.1756,4.6388,36.781,18.625,7.7203,0.18467,10.155,0.24304,97.947,1.48E+05
27.216,57.999,3.1754,4.6385,36.78,18.625,7.7198,0.18466,10.154,0.24301,97.946,1.49E+05
27.216,57.999,3.1751,4.6382,36.78,18.625,7.7193,0.18465,10.154,0.24298,97.946,1.50E+05
27.215,58,3.1749,4.638,36.779,18.625,7.7188,0.18464,10.153,0.24295,97.945,1.50E+05
27.215,58,3.1747,4.6377,36.779,18.625,7.7183,0.18463,10.153,0.24291,97.944,1.51E+05
27.215,58.001,3.1745,4.6374,36.778,18.625,7.7178,0.18461,10.153,0.24288,97.944,1.51E+05
27.215,58.001,3.1742,4.6372,36.777,18.625,7.7173,0.1846,10.152,0.24285,97.943,1.52E+05
27.214,58.002,3.174,4.6369,36.777,18.625,7.7168,0.18459,10.152,0.24282,97.943,1.52E+05
27.214,58.003,3.1738,4.6366,36.776,18.625,7.7163,0.18458,10.151,0.24279,97.942,1.53E+05
27.214,58.003,3.1735,4.6364,36.776,18.625,7.7158,0.18456,10.151,0.24276,97.941,1.53E+05
27.214,58.004,3.1733,4.6361,36.775,18.625,7.7153,0.18455,10.151,0.24272,97.941,1.54E+05
27.213,58.005,3.1731,4.6358,36.775,18.625,7.7148,0.18454,10.15,0.24269,97.94,1.54E+05
27.213,58.005,3.1728,4.6355,36.774,18.626,7.7143,0.18453,10.15,0.24266,97.939,1.54E+05
27.213,58.006,3.1726,4.6353,36.773,18.626,7.7137,0.18451,10.149,0.24263,97.939,1.55E+05
27.213,58.007,3.1723,4.635,36.773,18.626,7.7132,0.1845,10.149,0.2426,97.938,1.55E+05
27.212,58.008,3.1721,4.6347,36.772,18.626,7.7127,0.18449,10.149,0.24256,97.938,1.56E+05
27.212,58.009,3.1719,4.6344,36.772,18.626,7.7122,0.18448,10.148,0.24253,97.937,1.56E+05
27.212,58.01,3.1716,4.6341,36.771,18.626,7.7117,0.18447,10.148,0.2425,97.936,1.57E+05
27.212,58.01,3.1714,4.6339,36.77,18.626,7.7112,0.18445,10.147,0.24247,97.936,1.57E+05
27.211,58.011,3.1711,4.6336,36.77,18.626,7.7106,0.18444,10.147,0.24244,97.935,1.58E+05
27.211,58.012,3.1709,4.6333,36.769,18.626,7.7101,0.18443,10.147,0.2424,97.935,1.58E+05
27.211,58.013,3.1706,4.633,36.768,18.626,7.7096,0.18442,10.146,0.24237,97.934,1.59E+05
27.21,58.014,3.1704,4.6327,36.768,18.626,7.7091,0.1844,10.146,0.24234,97.933,1.60E+05
27.21,58.015,3.1702,4.6324,36.767,18.626,7.7085,0.18439,10.145,0.24231,97.933,1.60E+05
27.21,58.016,3.1699,4.6321,36.767,18.626,7.708,0.18438,10.145,0.24227,97.932,1.61E+05
27.21,58.018,3.1697,4.6318,36.766,18.626,7.7075,0.18437,10.144,0.24224,97.932,1.61E+05
27.209,58.019,3.1694,4.6316,36.765,18.626,7.7069,0.18436,10.144,0.24221,97.931,1.62E+05
27.209,58.02,3.1692,4.6313,36.765,18.627,7.7064,0.18434,10.144,0.24218,97.931,1.62E+05
27.209,58.021,3.1689,4.631,36.764,18.627,7.7058,0.18433,10.143,0.24214,97.93,1.63E+05
27.209,58.022,3.1687,4.6307,36.763,18.627,7.7053,0.18432,10.143,0.24211,97.929,1.64E+05
27.208,58.023,3.1684,4.6304,36.763,18.627,7.7048,0.18431,10.142,0.24208,97.929,1.64E+05
27.208,58.025,3.1681,4.6301,36.762,18.627,7.7042,0.18429,10.142,0.24205,97.928,1.65E+05
27.208,58.026,3.1679,4.6298,36.762,18.627,7.7037,0.18428,10.141,0.24201,97.928,1.65E+05
27.207,58.027,3.1676,4.6295,36.761,18.627,7.7031,0.18427,10.141,0.24198,97.927,1.66E+05
27.207,58.029,3.1674,4.6292,36.76,18.627,7.7026,0.18426,10.14,0.24195,97.927,1.66E+05
27.207,58.03,3.1671,4.6289,36.76,18.627,7.702,0.18425,10.14,0.24191,97.926,1.67E+05
27.207,58.031,3.1669,4.6286,36.759,18.627,7.7015,0.18423,10.14,0.24188,97.926,1.67E+05
27.206,58.033,3.1666,4.6283,36.758,18.627,7.7009,0.18422,10.139,0.24185,97.925,1.68E+05
27.206,58.034,3.1663,4.628,36.758,18.628,7.7004,0.18421,10.139,0.24181,97.925,1.68E+05
27.206,58.036,3.1661,4.6277,36.757,18.628,7.6998,0.1842,10.138,0.24178,97.924,1.69E+05
27.206,58.037,3.1658,4.6274,36.756,18.628,7.6993,0.18419,10.138,0.24175,97.924,1.69E+05
27.205,58.039,3.1656,4.6271,36.756,18.628,7.6987,0.18417,10.137,0.24172,97.923,1.70E+05
27.205,58.041,3.1653,4.6267,36.755,18.628,7.6981,0.18416,10.137,0.24168,97.923,1.70E+05
27.205,58.042,3.165,4.6264,36.754,18.628,7.6976,0.18415,10.136,0.24165,97.922,1.71E+05
27.204,58.044,3.1648,4.6261,36.753,18.628,7.697,0.18414,10.136,0.24162,97.922,1.71E+05
27.204,58.045,3.1645,4.6258,36.753,18.628,7.6965,0.18413,10.135,0.24158,97.921,1.72E+05
27.204,58.047,3.1642,4.6255,36.752,18.629,7.6959,0.18411,10.135,0.24155,97.921,1.73E+05
27.204,58.049,3.164,4.6252,36.751,18.629,7.6953,0.1841,10.134,0.24152,97.92,1.73E+05
27.203,58.051,3.1637,4.6249,36.751,18.629,7.6947,0.18409,10.134,0.24148,97.92,1.74E+05
27.203,58.052,3.1634,4.6246,36.75,18.629,7.6942,0.18408,10.134,0.24145,97.919,1.74E+05
27.203,58.054,3.1632,4.6242,36.749,18.629,7.6936,0.18407,10.133,0.24142,97.919,1.75E+05
27.203,58.056,3.1629,4.6239,36.749,18.629,7.693,0.18405,10.133,0.24138,97.918,1.75E+05
27.202,58.058,3.1626,4.6236,36.748,18.629,7.6924,0.18404,10.132,0.24135,97.918,1.76E+05
27.202,58.06,3.1623,4.6233,36.747,18.629,7.6919,0.18403,10.132,0.24131,97.917,1.77E+05
27.202,58.062,3.1621,4.623,36.747,18.63,7.6913,0.18402,10.131,0.24128,97.917,1.77E+05
27.201,58.063,3.1618,4.6226,36.746,18.63,7.6907,0.18401,10.131,0.24125,97.916,1.78E+05
27.201,58.065,3.1615,4.6223,36.745,18.63,7.6901,0.18399,10.13,0.24121,97.916,1.78E+05
27.201,58.067,3.1612,4.622,36.744,18.63,7.6895,0.18398,10.13,0.24118,97.915,1.79E+05
27.201,58.069,3.161,4.6217,36.744,18.63,7.689,0.18397,10.129,0.24115,97.915,1.79E+05
27.2,58.071,3.1607,4.6213,36.743,18.63,7.6884,0.18396,10.129,0.24111,97.915,1.80E+05
